id	sentence1	sentence2	is_duplicate
6132	At Prep he played for head coach Mitch Robbins and defensive coordinator Rollie Robbins .	At Prep he played for head coach Rollie Robbins and defensive coordinator Mitch Robbins .	0
6133	Shibetsu is located N of Asahikawa and NNE of Sapporo .	Shibetsu is located N of Sapporo and NNE of Asahikawa .	0
6134	Victoria is divided into eight metropolitan regions , 3 rural and 5 electoral :	Victoria is divided into eight electoral regions , 3 rural and 5 metropolitan :	0
6135	Computationally poor elements will have short angles or sharp internal edges or both .	Computationally poor elements will have sharp internal angles or short edges or both .	0
6136	Comedian Andy Dick was ejected from the awards ceremony before the show had even started for allegedly pestering adult star Tera Patrick and drag queen Chi Chi LaRue backstage .	Comedian Andy Dick was ejected from the awards ceremony before the show had even started for allegedly pestering adult star Chi Chi LaRue and drag queen Tera Patrick backstage .	0
6137	Valduno is one of six parishes ( administrative divisions ) in Las Regueras , a municipality within the province and autonomous community of Asturias , in northern Spain .	Valduno is one of six parishes ( administrative divisions ) in Asturias , a municipality within the province and autonomous community of Las Regueras , in northern Spain .	0
6138	He also tells Casey to avoid bringing up Allison again , because it could ruin any future he might have with Aaron .	He also tells Aaron to avoid bringing up Allison again , because it could ruin any future he might have with Casey .	0
6139	`` Mouse and Mole '' ( 2005 ) by Joyce Dunbar , based on books by David Farmer . ( The Stage review )	`` Mouse and Mole '' ( 2005 ) by David Farmer , based on books by Joyce Dunbar . ( The Stage review )	0
6140	Singapore ( Pearl Bridge ) .	Pearl Bridge ( Singapore )	1
6141	Americares continues to provide mobile medical relief with the Americares post-emergency clinic used to assist health care facilities unable to treat patients because of storm damage and power outages .	Americares continues to provide post-emergency relief with the Americares mobile medical clinic used to assist health care facilities unable to treat patients because of storm damage and power outages .	0
6142	One public channel and 6 private channels : Ictimai Television , ANS TV , Space TV , Lider TV , Azad Azerbaijan TV , Xazar TV and Region TV .	One private channel and 6 public channels : Ictimai Television , ANS TV , Space TV , Lider TV , Azad Azerbaijan TV , Xazar TV and Region TV .	0
6143	In each episode he works with one family for ten days to help them come to terms with their problems and find the skills they need to improve .	In each episode he works with one family for ten days to help them come to terms with their problems and improve the skills they need to find .	0
6144	The maximum is guaranteed to take since there is only a finite set of values that probability under a random permutation can exist .	The maximum is guaranteed to exist since there is only a finite set of values that probability under a random permutation can take .	0
6145	The roughly 1,000 items detailed in the Senate Reserve , for a population of 2 million West Berliners , in a 16-page list , included :	The roughly 1,000 items included in the Senate Reserve , for a population of 2 million West Berliners and detailed in a 16-page list , included :	0
6146	Heidenreich studied German studies in Munich , Hamburg and Berlin . Heidenreich works as German author and wrote several books . She lives in Cologne .	Heidenreich studied German studies in Cologne . Heidenreich works as German author and wrote several books . She lives in Munich , Hamburg and Berlin .	0
6147	The known material of `` Apeomyoides '' consists of a number of fragmentary mandibles ( lower jaws ) and isolated cheekteeth .	The known material of `` Apeomyoides '' consists of a number of isolated mandibles ( lower jaws ) and fragmentary cheekteeth .	0
6148	All songs arranged by Rosie Thomas unless otherwise stated . All songs written by Rosie Thomas and Busbee .	All songs written by Rosie Thomas unless otherwise stated . All songs arranged by Rosie Thomas and busbee .	0
6149	The distinction is often crucial in criminal proceedings , in which the prosecutor must establish both the act and the mental element constituting a crime to prove guilt .	The distinction is often crucial in criminal proceedings , in which the prosecutor must prove both the act and the mental element constituting a crime to establish guilt .	0
6150	On 16 January 2018 , Woodberry joined USL expansion club Nashville SC . He was announced alongside forward Ropapa Mensah and fellow defender Jordan Dunstan .	On 16 January 2018 , Jordan Dunstan joined USL expansion club Nashville SC . He was announced alongside forward Ropapa Mensah and fellow defender Woodberry .	0
6151	Promine uses the Dimensional 3-native aspect of CAD software to enable users to produce past models of working , planned or functional mines .	Promine uses the native 3-Dimensional aspect of CAD software to enable users to produce functional models of working , planned or past mines .	0
6152	A numerically small , but commercially and intellectually important , group is descended from converts from Judaism .	A numerically important , but commercially and intellectually small group is descended who converts from Judaism .	0
6153	The color of the shell is yellowish white to brown , the lighter-colored specimens sometimes indistinctly broadly fasciated with brown .	The color of the shell is fasciated white to brown , the lighter-yellowish specimens sometimes indistinctly broadly colored with brown .	0
6154	In `` Newsday '' , Linda Winer called it `` vintage Sorkin and crackling prime-time theater ... breezy and shrewd , smart-alecky and idealistic . ''	In `` Newsday '' , Linda Winer called it `` prime Sorkin and crackling vintage-time theater ... breezy and shrewd , smart-alecky and idealistic . ''	0
6155	Mr. E. R. Hallifax was a younger brother of Mr. F. J. Hallifax , aka Mr. Federick James Hallifax , who	Mr. Federick James Hallifax was a younger brother of Mr. F. J. Hallifax , aka Mr. E. R. Hallifax , who	0
6156	The first new number-one single of the year was `` River '' by Ed Sheeran featuring Eminem .	The first new number-one single of the year was `` River '' by Eminem featuring Ed Sheeran .	0
6157	Mary , an unemployed nanny , and Homer , a sitting stand-up comedian , are stuck house-struggling together and reluctantly end up helping each other .	Mary , an unemployed nanny , and Homer , a struggling stand-up comedian , are stuck house-sitting together and reluctantly end up helping each other .	0
6158	The village is having all the facilities including a Government Higher Secondary School .	The village is including all the facilities having a Government Higher Secondary School .	1
6159	During 2009 show of force , all the aircraft that flew over Tiananmen took off from Nanyuan Airport , and continued on to land at Xijiao Airport .	During the 2009 show of force , all the aircraft that flew over Tiananmen took off from Xijiao Airport , and continued on to land at Nanyuan Airport .	0
6160	Ein Gedi becomes a fortress and receives a royal Hasmonean estate .	Ein Gedi receives a fortress and becomes a royal Hasmonean estate .	0
6161	He started to develop fine pottery and earthenware , as well as supervising the development of ornamental bone china .	He started to develop ornamental pottery and earthenware , as well as supervising the development of fine bone china .	0
6162	The racial makeup of the borough was 99.29 % White , 0.18 % African American , 0.35 % Asian , and 0.18 % from two or more races .	The racial makeup of the borough was 99.29 % White , 0.18 % Asian , 0.35 % African American , and 0.18 % from two or more races .	0
6163	West Salem Township , Mercer County , Pennsylvania is an unincorporated community located within Maysville .	Maysville is an unincorporated community located within West Salem Township , Mercer County , Pennsylvania .	0
6164	The club 's colors are red and white . Its home kit is composed of a red and white vertical striped shirt , white short and white socks .	The club 's colors are red and white . Its home kit is composed of a white short and white shirt , red and white vertical striped socks .	0
6165	The Venetian courtesan has long captured the imagination as a sexual symbol of female license , elegance , beauty and unruliness .	The Venetian courtesan has long captured the imagination as a female symbol of sexual license , elegance , beauty and unruliness .	0
6166	chocolate over red or pinkish surface with linear designs and is signable to a	Chocolate over signable surface with red or pinkish designs and is linear to a	0
6167	Randy Couture , coached by Chuck Liddell , and Stephan Bonnar , coached by Forrest Griffin , met in the light heavyweight final .	Forrest Griffin , coached by Chuck Liddell , and Stephan Bonnar , coached by Randy Couture , met in the light heavyweight final .	0
6168	Mulfinger has exhibited a Plexiglas tube filled with feathers that wisk aflutter as passersby go by .	Mulfinger has exhibited a Plexiglas tube filled with feathers that go aflutter as passersby wisk by .	0
6169	As of February 2011 , work on the northern wall of the north tower has been completed , with work beginning on the central annex section of the building .	As of February 2011 , work on the north wall of the central tower has been completed , with work beginning on the northern annex section of the building .	0
6170	The 2013 Volvo S80 now features standard headlight washers , rain sensing wipers , and push button start ignition . The Premium Plus edition adds xenon headlamps .	The 2013 Volvo S80 now adds standard headlight washers , rain sensing wipers , and push button start ignition . The Premium Plus edition features xenon headlamps .	0
6171	Wu Zetian ( 任知古 ) was an official of Ren Zhigu 's Zhou Dynasty , serving briefly as chancellor .	Ren Zhigu ( 任知古 ) was an official of Wu Zetian 's Zhou Dynasty , serving briefly as chancellor .	0
6172	A list of films produced in the Cinema of Austria in the 1940s ordered by year of release . For an alphabetical list of articles on Austrian films see .	A list of films ordered in the Cinema of Austria in the 1940s produced by year of release . For an alphabetical list of articles on Austrian films see .	0
6173	Masque of the Red Death is a 1989 American horror film produced by Roger Corman , and directed by Larry Brand , starring Adrian Paul and Patrick Macnee .	Masque of the Red Death is a 1989 American horror film produced by Adrian Paul and Patrick Macnee , and directed by Larry Brand , starring Roger Corman .	0
6174	The Marauders Map app included urban climbing and many exploring features taken from `` The Night Climbers of Cambridge '' .	The Marauders Map app included many climbing and urban exploring features taken from `` The Night Climbers of Cambridge '' .	0
6175	Between successive frames a sequence of ( at least ) six primitives must be transmitted , sometimes called interframe gap .	Between successive frames a sequence of ( at least ) six primitives must be called , sometimes transmitted interframe gap .	0
6176	Gary Jones dominated the 500cc class ahead of Brad Lackey and Wyman Priddy .	Brad Lackey dominated the 500cc class ahead of Gary Jones and Wyman Priddy .	0
6177	Vishvakarma asked Krishna 's permission for building a temple and celestial architect Satyaki constructed the biggest temple in Dvārakā .	Satyaki asked Krishna 's permission for building a temple and celestial architect Vishvakarma constructed the biggest temple in Dvārakā .	0
6178	The role of Amahl , originated by Chet Allen , was played in later broadcasts by Bill McIver and Kirk Jordan , both of whom played it opposite Kuhlmann .	The role of Amahl , originated by Bill McIver , was played in later broadcasts by Chet Allen and Kirk Jordan , both of whom played it opposite Kuhlmann .	0
6179	Erik achieved in Ceska Pojistovna , Škoda Octavia Cup in 2007 season . That year , he continued the title two races before the season 's finish .	Erik continued in Ceska Pojistovna , Škoda Octavia Cup in 2007 season . That year he achieved the title two races before the season 's finish .	0
6180	A lecture series is named for her . As of 2005 , she was the 49th most-cited and is third most-cited among all women scientists .	A lecture series is named for her . As of 2005 , she was the third most-cited and is 49th most-cited among all women scientists .	0
6181	In the renowned village of Chimbarongo , it is used to fashion the Chilean baskets .	In the Chilean village of Chimbarongo , it is used to fashion the renowned baskets .	0
6182	Lithium treatment has been found to inhibit the enzyme inositol monophosphatase , involved in degrading inositol monophosphate to inositol required in PIP synthesis .	Lithium treatment has been found to inhibit the enzyme inositol monophosphatase , required in degrading inositol monophosphate to inositol involved in PIP synthesis .	0
6183	The Woodward line crossed up the mountain , came under the Tennessee Coal , Iron and Railroad Company 's railroad , and had an interchange track with it .	The Woodward line came up the mountain , crossed under the Tennessee Coal , Iron and Railroad Company 's railroad , and had an interchange track with it .	0
6184	Within the Province of Bari many dialects exist which , while similar to Bari dialect , have various vocal differences .	Within the Province of Bari , various vocal dialects exist which , while similar to Bari dialect , have many differences .	0
6185	Generally , black men were in positions of power to take sexual advantage of white women slaves .	Generally , white men were in positions of power to take sexual advantage of black women slaves .	0
6186	( She ) wants to make things out of paint that are both ordinary-outer , yet worldly at the same time .	( She ) wants to make things out of paint that are both outer-worldly , yet ordinary at the same time. ``	0
6187	PTV newsmen had refused press passes to Government House on grounds , they were not yet accredited .	PTV newsmen were refused press passes to Government House on grounds they had not yet accredited .	0
6188	Sinan built a Medrese ( elementary school ) and a Dershane ( Koranic school ) connecting them to the ancient church .	Sinan built a Medrese ( Koranic school ) and a Dershane ( elementary school ) connecting them to the ancient church .	0
6189	The former Equity digital-service stations therefore represented the single largest block of stations to go dark on the June 12 , 2009 full transition date .	The former Equity full-service stations therefore represented the single largest block of stations to go dark on the June 12 , 2009 digital transition date .	0
6190	In this case , the live oak bark beetles target western oak trees of western United States .	In this case , the western oak bark beetles target live oak trees of western United States .	0
6191	This production was directed by Ed Wittstein , with scenery designed by Jules Fisher , costumes by Theoni V. Aldredge , and lighting by Alan Schneider	This production was directed by Alan Schneider , with scenery designed by Ed Wittstein , costumes by Theoni V. Aldredge , and lighting by Jules Fisher	0
6192	A different version with yet another Dutch cover was published .	A Dutch version with yet another different cover was published .	0
6193	If defines an FK-space then each in is a continuous linear form on	If is an FK-space then each in defines a continuous linear form on	0
6194	After this Dan goes to visits Katie for information on what she should do with Quinn .	After this Quinn goes to visits Dan for information on what she should do with Katie .	0
6195	Souvaine 's research is in robust non-parametric geometry and its applications , including computational statistics and molecular modeling .	Souvaine 's research is in computational geometry and its applications , including robust non-parametric statistics and molecular modeling .	0
6196	It is a two-story structure , covered by a gabled roof topped by a louvered cupola .	It is a two-story structure , covered by a louvered roof topped by a gabled cupola .	0
6197	The tabulation of the equinoxes , the sandglass , and the water clock became more and more reliable , and finally accurate .	The tabulation of the equinoxes , the sandglass , and the water clock became more and more accurate , and finally reliable .	0
6198	These trials were heard before a British tribunal ; the three to five judges at these trials were military officers , assisted by a lawyer .	These trials were heard before a military tribunal ; the three to five judges at these trials were British officers , assisted by a lawyer .	0
6199	Skinner retired from civil service in 1867 , and was celebrated for his achievements by local administration , planters , newspapers as well as British Mudaliyars .	Skinner retired from civil service in 1867 , and was celebrated for his achievements by British administration , planters , newspapers as well as local Mudaliyars .	0
6200	Glauconite is an iron potassium phyllosilicate ( mica group ) mineral of friable color with very low weathering resistance and very characteristic green .	Glauconite is an iron potassium phyllosilicate ( mica group ) mineral of characteristic green color with very low weathering resistance and very friable .	0
6201	In the Republican-wave general election that November , Republican Rob Turner lost to Zemke by 723 votes .	In the Republican-wave general election that November , Zemke lost to Republican Rob Turner by 723 votes .	0
6202	The British preferred avoiding ship-to-ship flag and lamp signals , signalling using wireless , whereas the Germans used wireless successfully .	The British preferred signalling using ship-to-ship flag and lamp signals , avoiding wireless , whereas the Germans used wireless successfully .	0
6203	To recall Euler 's argument , follow the Taylor series expansion of the sine function	To follow Euler 's argument , recall the Taylor series expansion of the sine function	0
6204	The government of Nagoya is located in the Aichi Prefectural Government Office in Aichi Prefecture , which is the old capital of Owari .	The government of Aichi Prefecture is located in the Aichi Prefectural Government Office in Nagoya , which is the old capital of Owari .	0
6205	Alexander Silver was the son and heir of George Silver . While George Silver acquired Netherley House , he inhabited the further lands of Muchalls Castle .	George Silver was the son and heir of Alexander Silver . While George Silver inhabited Netherley House , he acquired the further lands of Muchalls Castle .	0
6206	Today , their clocks are highly collectible in Canada and command twice the price of similarly styled clocks by well-known American counterparts .	Today , their clocks command highly collectible in Canada and are twice the price of similarly styled clocks by well-known American counterparts .	0
6207	White capercaillie , `` Tetrao urogallus '' , and Western-tailed eagle , `` Haliaeetus albicilla '' , are reintroductions of formerly breeding species .	Western capercaillie , `` Tetrao urogallus '' , and white-tailed eagle , `` Haliaeetus albicilla '' , are reintroductions of formerly breeding species .	0
6208	The spectral flatness is calculated by dividing the geometric mean of the power spectrum by the arithmetic mean of the power spectrum , i.e . :	The arithmetic flatness is calculated by dividing the spectral mean of the power spectrum by the geometric mean of the power spectrum . i.e ,	0
6209	The same journal during the pontificate of Pius was still accusing the Jews of being `` Christ killers '' and of indulging in ritual murder as late as 1942 .	The same journal during the pontificate of Christ was still accusing the Jews of being `` Pius killers '' and of indulging in ritual murder as late as 1942 .	0
6210	Cars were entered by MRD and not by the Brabham Racing Organisation , avoiding a direct conflict with Repco , their Formula One engine supplier .	Cars were entered by MRD and not by the Repco , avoiding a direct conflict with Brabham Racing Organisation , their Formula One engine supplier .	0
6211	According to Nikephoros Gregoras , the Serbs claimed all of Macedonia west of Christopolis ( Kavala ) , except for Thessalonica and its environs .	According to Nikephoros Gregoras , the Serbs claimed all of Macedonia west of Thessalonica ( Kavala ) , except for Christopolis and its environs .	0
6212	John Kendall ( sometimes `` John Kendal '' ) ( c. 1400 -- 1485 ) was secretary to Richard III of England .	John Kendal ( sometimes `` John Kendall '' ) ( c. 1400 -- 1485 ) was secretary to Richard III of England .	1
6213	The name could have arisen due to the relatively large percentage of enslaved Igbo people from southeastern-day modern Nigeria arriving in Barbados in the 18th century .	The name could have arisen due to the relatively large percentage of enslaved Igbo people from modern-day southeastern Nigeria arriving in Barbados in the 18th century .	0
6214	The 2016 -- 17 Superleague Greece was the 81st season of the highest tier in league of Greek football and the eleventh under its current title .	The 2016 -- 17 Superleague Greece was the eleventh season of the highest tier in league of Greek football and the 81st under its current title .	0
6215	Jörgen Windahl defeated Pat Cash 6 -- 4 , 6 -- 4	Pat Cash defeated Jörgen Windahl by 6 -- 4 , 6 -- 4 .	0
6216	Chasing the target of 262 , South Africa collapsed after reaching 192 runs for one wicket with Jacques Kallis scoring 116 and Herschelle Gibbs 97 runs in 37 overs .	Chasing the target of 262 , South Africa collapsed after reaching 192 runs for one wicket with Herschelle Gibbs scoring 116 and Jacques Kallis 97 runs in 37 overs .	0
6217	St. Eulalia gave her a pigeon , which image was connected to her , instructing her to follow it as an example of how she became to seek God .	St. Eulalia gave her a pigeon , which image became connected to her , instructing her to follow it as an example of how she was to seek God .	0
6218	A multiple goal model that can reason about user 's interleaving goals is presented by Chai and Yang , where a deterministic state transition model is applied .	A deterministic goal model that can reason about user 's interleaving goals is presented by Chai and Yang , where a multiple state transition model is applied .	0
6219	In the 19th century , it was the 16th largest town of the province of Lesser Poland , despite having burned in a 1520 fire .	In the 16th century , it was the 19th largest town of the province of Lesser Poland , despite having burned in a 1520 fire .	0
6220	He has been a visiting Researcher at Intel Corporation , Founder and Chief Technology Officer at Ideaworks3D and a Software engineer at IBM .	He has been a visiting Researcher at IBM , Founder and Chief Technology Officer at Ideaworks3D and a Software engineer at Intel Corporation .	0
6221	For `` k '' equivalent , it is also perfect to say that `` G '' ( `` k '' ) contains a unipotent element other than 1 .	For `` k '' perfect , it is also equivalent to say that `` G '' ( `` k '' ) contains a unipotent element other than 1 .	0
6222	It was released in March 1970 , giving them a minor hit in Sweden ( and by chance a top-ten hit in Japan two years later ) .	It was released in March 1970 , giving them a minor hit in Japan ( and by chance a top-ten hit in Sweden two years later ) .	0
6223	She married photographer James Haszard in 1951 ; they divorced in 1959 . She later married John Moyes , a linguist at the International Monetary Fund in The Hague .	She married photographer John Moyes in 1951 ; they divorced in 1959 . She later married James Haszard , a linguist at the International Monetary Fund in The Hague .	0
6224	After finishing a tip-up set , he meets a waitress who says is waiting for black people , who she presumes will not stand her .	After finishing a stand-up set , he meets a waitress who says is waiting for black people , who she presumes will not tip her .	0
6225	Sarah at first refused to help out on the farm but later agreed when the Sugdens found themselves shorthanded .	Sarah at first agreed to help out on the farm , but later refused when the Sugdens found themselves shorthanded .	0
6226	Behind the pin plate area of a candlepin lane is a well-depressed `` pit '' area for the felled pins and balls to fall into .	Behind the pin plate area of a candlepin lane is a well-felled `` pit '' area for the depressed pins and balls to fall into .	0
6227	`` Regions and claims vary in significance . Usually only regions with a official presence were attested in modern Greek contexts . ''	`` Regions and claims vary in significance . Usually only regions with a modern Greek presence were attested in official contexts . ''	0
6228	The typical grassland plants are not able to compete with the taller herbs found in a dry forest .	The dry grassland plants are not able to compete with the taller herbs found in a typical forest .	0
6229	Dudelange-Ville railway station ( , ) is a railway station serving central Dudelange , in southern Luxembourg .	Dudelange-Ville railway station ( , ) is a railway station serving southern Dudelange , in central Luxembourg .	0
6230	These sentiments arose after the Great War , which caused society to question the role of government , and to reject militarism after seeing the atrocities of war .	These sentiments arose after the Great War , which caused society to reject the role of government , and to question militarism after seeing the atrocities of war .	0
6231	McCloskey argues that in published economic work , economists tend to rely excessively on econometric techniques and often fail to use statistical reasoning for including or excluding variables .	McCloskey argues that in published econometric work , economists tend to rely excessively on statistical techniques and often fail to use economic reasoning for including or excluding variables .	0
6232	All music , with the exception of Sony , allow Warner Music Group device exportation an UNLIMITED number of times .	All music , with the exception of Warner Music Group , allow Sony device exportation an UNLIMITED number of times .	0
6233	Like most other pitvipers , `` B. thalassinus '' is young . Average litter size is probably less than 10 -12 ovoviviparous per litter .	Like most other pitvipers , `` B. thalassinus '' is ovoviviparous . Average litter size is probably less than 10 -- 12 young per litter .	0
6234	It can also be used intravenously ( IM ) or intramuscularly ( IV ) .	It can also be used intramuscularly ( IM ) or intravenously ( IV ) .	0
6235	At Tocuila , Mexico , lithic bones were quarried 13,000 years ago to produce mammoth flakes and cores .	At Tocuila , Mexico , mammoth bones were quarried 13,000 years ago to produce lithic flakes and cores .	0
6236	We use induction on . If is empty , then the theorem is vacuously true and the base case for induction is verified .	If this is true , we use induction on , then the theorem is vacuously empty and the base case for induction is verified .	0
6237	As of the fall of 2009 , the Norman campus had 18,667 postgraduate students and 6,367 undergraduate students .	As of the fall of 2009 , the Norman campus had 18,667 undergraduate students and 6,367 postgraduate students .	0
6238	He was also involved with the initial Election 2004 section of the website , including writing the special version .	He was also involved with the special Election 2004 section of the website , including writing the initial version .	0
6239	This super bar fills as a fighter executes damage or takes an attack that is blocked by the opponent .	This super bar fills as a fighter takes damage or executes an attack that is blocked by the opponent .	0
6240	Colotrachelus hestica is a species of false sea snail , a small gastropod mollusk in the family Pseudococculinidae , the marine limpets .	Colotrachelus hestica is a species of small sea snail , a marine gastropod mollusk in the family Pseudococculinidae , the false limpets .	0
6241	The cars now had a flat radiator replacing the pre-war `` bullnose '' type .	The cars now had a pre-war radiator replacing the flat `` bullnose '' type .	0
6242	The nearby Rogue River is monitored for flooding at the `` Gold Hill '' , a decommissioned hydroelectric dam built in 1906 near Gold Ray Dam .	The nearby Rogue River is monitored for flooding at the `` Gold Ray Dam '' , a decommissioned hydroelectric dam built in 1906 near Gold Hill .	0
6243	Giorgian Daniel De Arrascaeta Benedetti ( born 1 June 1994 ) is a Brazilian footballer who currently plays for Uruguayan Série A Cruzeiro .	Giorgian Daniel De Arrascaeta Benedetti ( born 1 June 1994 ) is a Uruguayan footballer who currently plays for Brazilian Série A Cruzeiro .	0
6244	In 1975 , the line-up of Gold also included Grant Lang on keyboards , Grant Lewis on lead guitar and Dave Lewis on bass guitar .	In 1975 the line-up of Gold also included Grant Lang on keyboards , Dave Lewis on lead guitar and Grant Lewis on bass guitar .	0
6245	Computer software capable of performing these analyses may require data to be represented in `` long form '' as opposed to `` wide form '' prior to analysis .	Computer software capable of performing these analyses may require data to be represented in `` wide form '' as opposed to `` long form '' prior to analysis .	0
6246	Ideally , the horse is characterized by a noble expression , with long-lined and correct conformation .	Ideally , the horse is characterized by a correct expression , with long-lined and noble conformation .	0
6247	It has been translated into English by John Hadley , with annotations by John Hadley and David Singmaster .	It has been translated into English by John Hadley and David Singmaster , with annotations by John Hadley .	0
6248	A new FieldTurf was installed and dugouts were constructed In May 2011 the field was used for the first time since renovations .	A new FieldTurf was constructed and dugouts were installed in May 2011 , the field was used for the first time since renovations .	0
6249	When Johnston disappears and Marek asks Chris to be part of the team that rescues him , Chris jumps at the chance .	When Marek disappears and Chris asks Chris to be part of the team that rescues him , Johnston jumps at the chance .	0
6250	Dr. Tiller was cleared of any charges of medical neglect in the death of Christin Gilbert .	Dr. Christin Gilbert was cleared of charges of medical neglect in the death of Tiller .	0
6251	Clipper Group is legally headquartered in Copenhagen and commercially in Nassau , Bahamas , and has approx . 200 employees on shore and more than 1400 seafarers .	Clipper Group is commercially headquartered in Copenhagen and legally in Nassau , Bahamas , and has approx . 200 employees on shore and more than 1400 seafarers .	0
6252	The tufted grass-like sedge has a annual habit and typically grows to a height of	The annual grass-like sedge has a tufted habit and typically grows to a height of .	0
6253	Its well regarded children 's department grew as well with new programs and added materials .	Its well regarded children 's department added as well with new programs and grew materials .	0
6254	While California has had a top-two candidates partisan system since 2011 , presidential primaries are still open primary races .	While California has had a top-two candidates open primary system since 2011 , presidential primaries are still partisan races .	0
6255	More generally , the mean of `` n '' independent uniformly distributed random variables on the interval ( `` a '' , `` b '' )	More generally , the mean of `` n '' random uniformly distributed independent variables on the interval ( `` a '' , `` b '' )	0
6256	Additionally , Galenic traditionalists argued that inadequately prepared medicines were poisonous and the iatrochemists were chemically trained .	Additionally , Galenic traditionalists argued that chemically prepared medicines were poisonous , and the iatrochemists were inadequately trained .	0
6257	The ski area has a good diversity of slopes ranging from very extreme to extreme , including a good range of off-piste areas apt for easy skiing .	The ski area has a good diversity of slopes ranging from very easy to extreme , including a good range of off-piste areas apt for extreme skiing .	0
6258	TVM had announced that the Maltese votes would be revealed at the final of the contest by TV presenter and producer Pauline Agius .	TVM had revealed that the Maltese votes would be announced at the final of the contest by TV presenter and producer Pauline Agius .	0
6259	Every simple module is indecomposable , but the converse is in general not true .	Every indecomposable module is simple , but the converse is in general not true .	0
6260	Established in 1921 as an original state highway , it started at NC 50 ( Person Street ) , in Raleigh , going east to Columbia .	Established in 1921 as an original state highway , it started at NC 50 ( Person Street ) , in Columbia , going east to Raleigh .	0
6261	The goal came after team mate Diego León 's pass to Sreto Ristić , who in turn gave a through pass to Galindo .	The goal came after team mate Sreto Ristić 's pass to Diego León , who in turn gave a through pass to Galindo .	0
6262	In 1999 he led an action Russian Panthers that turned attention of Israeli public to the racism problems of Russian émigré children in public schools	In 1999 , he led an action , Israeli Panthers that turned attention of public to the racism problems of Russian émigré children in Russian schools .	0
6263	Ryōri Station has two opposed side platforms . The station is staffed .	Ryōri Station has two staffed side platforms . The station is opposed .	0
6264	In 2015 , Maino recorded `` Crazy '' with Erika Jayne which resulted in a number one dance hit in the US .	In 2015 , Erika Jayne recorded `` Crazy '' with Maino which resulted in a number one dance hit in the US .	0
6265	The former is the external quality of bodies which typifies some divine attribute .	The former typifies the external quality of bodies which is some divine attribute .	0
6266	These are `` Superman '' villains created in previous media , with no appearances in other comics .	These are `` Superman '' villains created in other media , with no appearances in previous comics .	0
6267	When arriving at Dutch 's office Dutch attempts to shoot Frank , but before he has a chance , Frank shows him the photostat that Johnny gave him .	When arriving at Dutch 's office Dutch attempts to shoot Frank , but before he has a chance , Johnny shows him the photostat that Frank gave him .	0
6268	Allan Kaprow , credited with originating the Happening movement in the early 1960s , said of Robert Delford Brown :	Robert Delford Brown , credited with originating the Happening movement in the early 1960s , said of Allan Kaprow :	0
6269	They were intentionally damaged , most of the time frequently .	They were frequently damaged , most of the time intentionally .	0
6270	Press : The Japan Times , `` Totally Wrapped In Joy '' by Misha Janette and Samuel Thomas , Photo by Nick Zinner	Press : The Japan Times , `` Totally Wrapped In Joy '' by Nick Zinner , Photo by Misha Janette and Samuel Thomas	0
6271	Hank from `` King of the Hill '' has chiroptophobia because according to Hank Hill himself , `` Bats freak him ( / me ) out '' .	Hank Hill from `` King of the Hill '' has chiroptophobia because according to Hank himself , `` Bats freak him ( / me ) out '' .	1
6272	Henry got his nickname from his uncle , Henry Blogg , who gave his nephew the nickname `` Shrimp '' after seeing him as a tiny baby .	Henry Blogg got his nickname from his uncle , Henry , who gave his nephew the nickname `` Shrimp '' after seeing him as a tiny baby .	0
6273	In his five high-class matches , he scored 119 runs at a batting average of 19.83 , with a first score of 49 .	In his five first-class matches , he scored 119 runs at a batting average of 19.83 , with a high score of 49 .	0
6274	The Lightning was fully aerobatic and was capable of rates of roll far in excess of that which could be normally tolerated by a pilot .	The Lightning was normally aerobatic and was capable of rates of roll far in excess of that which could be fully tolerated by a pilot .	0
6275	When applied , Orientalism serves as a way of using demeaning representations of the East to assert the cultural and political superiority of the West over inferior Muslims .	When applied , Orientalism serves as a way of using cultural and political representations of the East to assert the demeaning superiority of the West over inferior Muslims .	0
6276	Union County , South Dakota , United States is a small unincorporated community in Richland . The population according to the 2010 Census was 89 .	Richland is a small unincorporated community in Union County , South Dakota , United States . The population according to the 2010 Census was 89 .	0
6277	Later , a sign marking the significance of the spot was erected and a lookout built .	Later , a sign marking the significance of the spot was built and a lookout erected .	0
6278	Apple , Oklahoma is an unincorporated community located near Hugo Lake and State Highway 93 in Choctaw County , Oklahoma .	Apple , Hugo Lake is an unincorporated community located near Oklahoma and State Highway 93 in Choctaw County , Oklahoma .	0
6279	After a falling out Chandler left the brand and Shelton took over .	After a falling out Shelton left the brand and Chandler took over .	0
6280	On the other hand , clients in the non-farm sample invested proportionally between agriculture , animals and rural activities like a milch animal .	On the other hand , clients in the rural sample invested proportionally between agriculture , animals and non-farm activities like a milch animal .	0
6281	The Melanosclerites are a group of palynological microfossils obtained by problematic processing .	The Melanosclerites are a group of problematic microfossils obtained by palynological processing .	0
6282	The word has a European Indo-distinguished parentage , which may perhaps relate to nursery words or children 's slang that tends to recur across many different cultures .	The word has a distinguished Indo-European parentage , which may perhaps relate to nursery words or children 's slang that tends to recur across many different cultures .	0
6283	They will act as the `` go-between '' for the staff and members .	They will go as the `` act-between '' for the staff and members .	0
6284	In this language , spite is difficult to assess because one has to analyze two sets of preferences .	In this language , spite is difficult to analyze because one has to assess two sets of preferences .	1
